event_attendence,event_date,fighter1,fighter2,pass_stat_f1,pass_stat_f2,round,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2,time,weight_class,win_method_finish,win_method_type,f1_record,f1_dob,f1_height,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_record,f2_dob,f2_height,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,winner
14166,December 27 2008,Cheick Kongo,Mostapha Al-Turk,0,0,1,34,4,0,0,1,0,4.37,Heavyweight,Elbows,KO/TKO,Record: 29-9-2,May 17 1975,6' 4,82,1.28,3.33,Orthodox,56,54,0.2,56,2.3,52,240,Record: 6-6-0,Jul 14 1973,6' 2,77,3.61,1.36,Orthodox,19,53,0,0,0,0,245,Cheick Kongo
14166,December 27 2008,Yushin Okami,Dean Lister,0,0,3,39,6,0,0,0,0,5,Middleweight,,U-DEC,Record: 35-12-0,Jul 21 1981,6' 2,75,2.25,2.06,Southpaw,38,60,0.5,39,1.98,84,170,Record: 11-7-0,Feb 13 1976,6' 1,75,1.89,1.26,Orthodox,35,61,1.1,15,1.58,50,185,Yushin Okami
14166,December 27 2008,Antoni Hardonk,Mike Wessel,1,3,2,46,13,2,0,0,3,2.09,Heavyweight,Punches,KO/TKO,Record: 8-6-0,Feb 05 1976,6' 4,78,3.07,3.4,Orthodox,61,46,0.9,0,0,40,245,Record: 10-4-0,Dec 02 1977,6' 0,,6.43,1.82,Orthodox,56,22,0,50,6.29,0,260,Antoni Hardonk
14166,December 27 2008,Matt Hamill,Reese Andy,1,0,2,40,34,0,0,1,0,2.19,Light Heavyweight,Punches,KO/TKO,Record: 12-5-0,Oct 05 1976,6' 1,76,3.8,3.69,Orthodox,42,61,0,34,3,91,205,Record: 7-3-0,Mar 31 1973,6' 0,,3.5,2.87,Orthodox,50,58,0,20,0.67,40,205,Matt Hamill
14166,December 27 2008,Brad Blackburn,Ryo Chonan,0,0,3,79,63,0,0,0,0,5,Welterweight,,U-DEC,Record: 18-13-1 (1 NC),May 25 1977,5' 10,73,3.59,4.55,Orthodox,35,65,0.7,50,0.93,76,170,Record: 20-12-0,Oct 08 1976,5' 9,70,2.25,2.57,Orthodox,43,60,0.3,41,0.61,39,170,Brad Blackburn
14166,December 27 2008,Pat Barry,Dan Evensen,0,0,1,6,0,0,0,0,0,2.36,Heavyweight,Kicks,KO/TKO,Record: 8-7-0,Jul 07 1979,5' 11,74,3.54,2.72,Orthodox,52,59,0.2,0,0,76,235,Record: 11-4-0,Jun 01 1974,6' 3,,3.86,0.27,Orthodox,10,38,4,0,0,0,250,Pat Barry
9345,January 17 2009,Dan Henderson,Rich Franklin,2,0,3,36,39,0,0,4,0,5,Light Heavyweight,,S-DEC,Record: 32-15-0,Aug 24 1970,5' 11,74,2.7,2.44,Orthodox,47,51,0.3,52,1.52,57,185,Record: 29-7-0 (1 NC),Oct 05 1974,6' 1,75,2.07,4.1,Southpaw,44,62,0.7,66,1.31,63,185,Dan Henderson
9345,January 17 2009,Mauricio Rua,Mark Coleman,1,1,3,62,31,2,0,1,7,4.36,Light Heavyweight,Punches,KO/TKO,Record: 26-11-0,Nov 25 1981,6' 1,76,2.65,3.72,Orthodox,51,55,0.8,48,2.23,46,205,Record: 16-10-0,Dec 20 1964,6' 1,75,2.62,1.88,Orthodox,52,40,0.8,40,3.89,50,205,Mauricio Rua
9345,January 17 2009,Rousimar Palhares,Jeremy Horn,9,2,3,18,7,0,1,7,1,5,Middleweight,,U-DEC,Record: 24-5-0,Feb 26 1980,5' 8,71,2.04,1.75,Orthodox,51,59,4.1,45,3.93,0,170,Record: 88-21-5 (1 NC),Aug 25 1975,6' 1,74,1.99,1.19,Orthodox,39,55,1.1,38,1.83,29,185,Rousimar Palhares
9345,January 17 2009,Alan Belcher,Denis Kang,0,5,2,9,26,1,1,0,3,4.36,Middleweight,Guillotine Choke,SUB,Record: 17-7-0,Apr 24 1984,6' 2,73,3.1,2.7,Orthodox,41,59,0.9,26,0.44,55,185,Record: 34-15-2 (2 NC),Sep 17 1977,5' 11,77,1.65,2.27,Orthodox,35,67,1.2,65,2.51,38,185,Alan Belcher
9345,January 17 2009,Marcus Davis,Chris Lytle,0,0,3,59,73,0,0,0,0,5,Welterweight,,S-DEC,Record: 20-9-0 (1 NC),Aug 24 1973,5' 10,70,2.79,2.72,Southpaw,39,65,1.4,48,1.6,47,170,Record: 31-18-5,Aug 18 1974,5' 11,68,3.03,3.76,Orthodox,45,58,2.4,55,0.7,55,170,Marcus Davis
9345,January 17 2009,John Hathaway,Tom Egan,3,0,1,18,0,0,0,5,0,4.36,Welterweight,Elbows,KO/TKO,Record: 17-2-0,Jul 23 1987,6' 1,75,1.8,3.4,Orthodox,40,62,0.9,43,2.61,60,170,Record: 5-3-0,--,5' 11,,3.91,0,Orthodox,0,50,0,0,0,28,170,John Hathaway
9345,January 17 2009,Martin Kampmann,Alexandre Barros,3,1,2,33,8,2,0,0,1,3.09,Welterweight,Punches,KO/TKO,Record: 20-7-0,Apr 17 1982,6' 0,72,3.28,3.22,Orthodox,42,62,2,41,1.86,78,170,Record: 18-8-0,Nov 19 1976,5' 9,,4.05,0.98,Southpaw,40,36,0,50,1.84,100,170,Martin Kampmann
9345,January 17 2009,Eric Schafer,Antonio Mendes,3,0,1,22,3,0,0,0,0,3.35,Light Heavyweight,Punches,KO/TKO,Record: 14-7-2,Sep 20 1977,6' 3,75,3.38,1.89,Orthodox,34,56,1.8,36,1.81,50,185,Record: 17-10-0,Apr 19 1981,6' 3,77,6.85,1.34,Southpaw,47,22,0,50,2.51,100,205,Eric Schafer
9345,January 17 2009,Tomasz Drwal,Ivan Serati,0,0,1,14,3,0,0,1,0,2.02,Light Heavyweight,Punches,KO/TKO,Record: 19-4-1,Jan 22 1982,6' 1,76,2.26,3.29,Orthodox,38,57,0.4,60,3.55,82,205,Record: 12-4-0,--,6' 0,,5.33,0.86,Orthodox,26,29,0,0,0,0,205,Tomasz Drwal
9345,January 17 2009,Dennis Siver,Nate Mohr,0,1,3,48,48,0,0,0,1,3.45,Lightweight,Spinning Back Kick,KO/TKO,Record: 23-11-0 (1 NC),Jan 13 1979,5' 6,70,2.67,3.87,Orthodox,32,65,0.3,32,0.87,65,145,Record: 9-7-0,Mar 03 1983,5' 9,72,2.5,3.79,Orthodox,41,74,0,50,0.45,71,155,Dennis Siver
14885,January 31 2009,Georges St-Pierre,BJ Penn,10,0,4,92,16,0,0,4,0,5,Welterweight,,KO/TKO,Record: 26-2-0,May 19 1981,5' 11,76,1.4,3.78,Orthodox,53,72,1.1,74,4.16,83,185,Record: 16-13-2,Dec 13 1978,5' 9,70,3.12,2.7,Orthodox,49,56,0.5,55,1.24,75,155,Georges St-Pierre
14885,January 31 2009,Lyoto Machida,Thiago Silva,1,0,1,24,2,0,0,2,0,4.59,Light Heavyweight,Punch,KO/TKO,Record: 24-8-0,May 30 1978,6' 1,74,1.57,2.59,Southpaw,53,61,0.4,65,1.21,75,185,Record: 16-3-0 (2 NC),Nov 12 1982,6' 2,74,2.55,3.92,Orthodox,50,67,0.7,47,1.03,70,205,Lyoto Machida
14885,January 31 2009,Jon Jones,Stephan Bonnar,4,0,3,45,37,0,0,7,0,5,Light Heavyweight,,U-DEC,Record: 24-1-0 (1 NC),Jul 19 1987,6' 4,84,2.05,4.48,Orthodox,57,64,0.5,47,2.07,95,205,Record: 17-8-0,Apr 04 1977,6' 4,78,3.01,2.76,Orthodox,38,52,1,40,1.32,60,205,Jon Jones
14885,January 31 2009,Karo Parisyan,Dong Hyun Kim,1,2,3,24,19,1,2,2,2,5,Welterweight,,Overturned,Record: 19-8-0 (1 NC),Aug 28 1982,5' 10,72,2.19,2.49,Orthodox,41,58,1,59,5.27,59,170,Record: 22-4-1 (1 NC),Nov 17 1981,6' 2,76,1.89,2.12,Southpaw,49,58,0.6,43,2.93,71,170,Karo Parisyan
14885,January 31 2009,Clay Guida,Nate Diaz,2,0,3,49,49,1,0,4,0,5,Lightweight,,S-DEC,Record: 34-15-0,Dec 08 1981,5' 7,70,2.39,2.33,Orthodox,32,65,0.7,37,3.43,69,155,Record: 20-11-0,Apr 16 1985,6' 0,76,3.69,4.64,Southpaw,44,54,1.4,30,1.17,45,170,Clay Guida
14885,January 31 2009,Jon Fitch,Akihiro Gono,4,0,3,40,7,2,0,4,0,5,Welterweight,,U-DEC,Record: 27-5-1 (1 NC),Feb 24 1978,6' 0,76,1.65,2.61,Orthodox,50,54,0.8,51,3.6,56,170,Record: 32-16-7,Oct 07 1974,5' 7,68,2.67,2.18,Switch,48,63,0.5,84,1.01,46,170,Jon Fitch
14885,January 31 2009,Thiago Tavares,Manvel Gamburyan,0,0,3,27,26,0,1,3,1,5,Lightweight,,U-DEC,Record: 24-7-1,Nov 08 1984,5' 7,68,2.31,2,Orthodox,40,62,1.5,42,3.83,62,145,Record: 18-11-0 (1 NC),May 08 1981,5' 5,67,2.83,2.13,Orthodox,41,55,0.7,34,3.26,69,135,Thiago Tavares
14885,January 31 2009,John Howard,Chris Wilson,3,0,3,21,45,2,2,7,2,5,Welterweight,,S-DEC,Record: 23-12-0,Mar 01 1983,5' 7,71,3.08,2.15,Orthodox,50,51,0.4,49,2.7,53,170,Record: 16-8-0 (1 NC),Jun 07 1977,6' 1,75,1.36,2.32,Orthodox,50,55,1.6,50,1.31,60,170,John Howard
14885,January 31 2009,Jake O'Brien,Christian Wellisch,0,0,3,25,46,0,0,9,0,5,Light Heavyweight,,S-DEC,Record: 13-4-0,Sep 25 1984,6' 3,76,1.92,1.31,Orthodox,31,69,0.2,54,6.39,25,205,Record: 8-5-0,Sep 13 1975,6' 2,77,3.04,3.12,Orthodox,27,56,1.2,42,1.22,45,234,Jake O'Brien
14885,January 31 2009,Dan Cramer,Matt Arroyo,0,2,3,24,16,0,5,0,2,5,Welterweight,,S-DEC,Record: 7-3-0,Oct 31 1985,6' 2,,2.1,0.97,Orthodox,30,31,0.5,0,0,66,170,Record: 3-3-0,Sep 01 1982,5' 10,72,2.01,1.62,Orthodox,47,58,5.3,36,2.12,100,170,Dan Cramer
7596,February 07 2009,Joe Lauzon,Jeremy Stephens,9,1,2,11,15,4,0,2,1,4.43,Lightweight,Armbar,SUB,Record: 27-16-0,May 22 1984,5' 10,71,5.39,2.74,Orthodox,38,54,2.1,45,2.34,54,155,Record: 28-16-0,May 25 1986,5' 8,71,2.84,3.08,Orthodox,40,59,0.4,36,1.11,64,145,Joe Lauzon
7596,February 07 2009,Cain Velasquez,Denis Stojnic,1,0,2,88,7,0,1,1,0,2.34,Heavyweight,Punches,KO/TKO,Record: 14-3-0,Jul 28 1982,6' 1,77,2.33,6.37,Orthodox,57,57,0.4,45,5.13,85,240,Record: 9-3-0 (1 NC),Feb 02 1980,6' 0,,6.06,1.51,Orthodox,23,36,1,0,0,80,245,Cain Velasquez
7596,February 07 2009,Josh Neer,Mac Danzig,1,1,2,46,33,3,0,0,0,3.36,Lightweight,Triangle Choke,SUB,Record: 33-13-1,Mar 24 1983,5' 11,72,3.63,3.29,Orthodox,46,58,1.3,34,1.09,46,170,Record: 22-12-1,Jan 02 1980,5' 8,70,3.44,3.39,Orthodox,48,57,0.6,37,1.2,46,155,Josh Neer
7596,February 07 2009,Anthony Johnson,Luigi Fioravanti,0,0,1,21,12,0,0,0,0,4.39,Welterweight,Punch,KO/TKO,Record: 22-6-0,Mar 06 1984,6' 2,78,1.83,3.25,Orthodox,47,60,0.6,57,2.43,77,205,Record: 22-11-0,Jan 22 1981,5' 8,70,2.21,2.23,Orthodox,42,69,0.9,63,3.76,67,170,Anthony Johnson
7596,February 07 2009,Kurt Pellegrino,Rob Emerson,3,0,2,16,21,1,0,1,2,3.14,Lightweight,Rear Naked Choke,SUB,Record: 16-6-0,May 07 1979,5' 8,70,1.94,2.45,Orthodox,43,63,0.8,54,2.9,69,155,Record: 11-10-0 (1 NC),Jul 30 1981,5' 9,70,2.83,2.5,Orthodox,30,64,0.4,52,2.02,65,155,Kurt Pellegrino
7596,February 07 2009,Dan Miller,Jake Rosholt,0,0,1,2,2,2,0,0,1,1.03,Middleweight,Guillotine Choke,SUB,Record: 14-8-0 (1 NC),Jun 30 1981,6' 1,74,3.06,2.03,Orthodox,36,49,1.8,54,1.67,47,185,Record: 12-3-0 (1 NC),Feb 09 1982,6' 1,,2.33,2.68,Orthodox,53,49,1.8,68,6.51,0,185,Dan Miller
7596,February 07 2009,Matt Veach,Matt Grice,0,2,1,12,29,0,1,1,0,4.34,Lightweight,Punch,KO/TKO,Record: 15-4-0,May 31 1981,5' 11,,4.91,1.12,Orthodox,28,44,1.5,38,3.64,100,155,Record: 15-5-0,Jul 29 1981,5' 8,70,2.69,4.09,Orthodox,53,56,0.5,37,2.19,82,145,Matt Veach
7596,February 07 2009,Gleison Tibau,Rich Clementi,5,0,1,7,1,1,0,2,0,4.35,Lightweight,Guillotine Choke,SUB,Record: 40-14-0,Oct 07 1983,5' 10,71,2.51,1.95,Southpaw,31,63,0.8,53,4.08,92,155,Record: 40-20-1,Mar 31 1976,5' 9,72,2.29,1.43,Southpaw,37,60,1.1,42,1.72,25,155,Gleison Tibau
7596,February 07 2009,Nick Catone,Derek Downey,4,0,2,21,2,2,0,4,1,1.15,Middleweight,Keylock,SUB,Record: 10-4-0,Sep 01 1981,6' 0,72,2.32,2.11,Southpaw,44,63,0.5,44,3.71,83,185,Record: 11-4-0,Apr 27 1980,6' 1,,3.36,0.32,Orthodox,100,12,0,16,2.4,0,185,Nick Catone
7596,February 07 2009,Matthew Riddle,Steve Bruno,7,0,3,48,22,0,0,4,1,5,Welterweight,,U-DEC,Record: 7-3-0 (2 NC),Jan 14 1986,6' 1,74,2.74,3.01,Southpaw,42,54,0.5,50,3.51,89,170,Record: 14-5-0,Nov 03 1981,5' 10,,3.38,0.96,Orthodox,52,36,0.4,25,1.94,46,170,Matthew Riddle
13268,February 21 2009,Diego Sanchez,Joe Stevenson,1,0,3,91,41,1,1,1,0,5,Lightweight,,U-DEC,Record: 31-11-0,Dec 31 1981,5' 10,72,2.9,2.85,Southpaw,37,57,0.9,24,1.65,50,170,Record: 31-14-0,Jun 15 1982,5' 7,70,2.44,2.05,Orthodox,44,60,2.2,44,2.75,39,145,Diego Sanchez
13268,February 21 2009,Dan Hardy,Rory Markham,0,0,1,5,2,0,0,0,0,1.09,Welterweight,Punch,KO/TKO,Record: 25-10-0 (1 NC),May 17 1982,6' 0,74,3.44,2.46,Orthodox,35,51,0.4,35,0.73,35,170,Record: 16-6-0,Mar 25 1982,6' 0,71,10.27,1.98,Orthodox,21,45,0,0,0,0,170,Dan Hardy
13268,February 21 2009,Nate Marquardt,Wilson Gouveia,1,0,3,67,16,1,1,2,0,3.1,Middleweight,Flying Knee,KO/TKO,Record: 38-19-2,Apr 20 1979,6' 0,74,2.32,2.71,Orthodox,49,55,0.8,51,1.87,70,185,Record: 12-8-0,Oct 03 1978,6' 1,76,4.06,3.02,Orthodox,39,56,2.2,66,0.9,57,185,Nate Marquardt
13268,February 21 2009,Demian Maia,Chael Sonnen,1,0,1,6,8,1,0,1,0,2.37,Middleweight,Triangle Choke,SUB,Record: 26-9-0,Nov 06 1977,6' 1,72,1.94,1.77,Southpaw,42,64,1.1,25,2.56,65,170,Record: 29-14-1,Apr 03 1977,6' 1,74,1.1,3.08,Southpaw,43,62,0.4,59,3.81,66,205,Demian Maia
13268,February 21 2009,Paulo Thiago,Josh Koscheck,0,0,1,7,8,0,0,0,0,3.29,Welterweight,Punches,KO/TKO,Record: 15-8-0,Jan 25 1981,5' 11,73,1.99,1.71,Orthodox,39,63,1.2,31,1.42,63,170,Record: 19-10-0,Nov 30 1977,5' 10,73,2.27,1.79,Orthodox,36,63,0.4,48,2.46,64,170,Paulo Thiago
13268,February 21 2009,Terry Etim,Brian Cobb,0,0,2,19,0,0,0,1,2,0.1,Lightweight,Kick,KO/TKO,Record: 15-5-0,Jan 11 1986,6' 1,73,2.53,2.16,Orthodox,35,67,1.4,30,0.43,39,155,Record: 19-6-0,--,5' 11,,3.68,0,Orthodox,0,55,0,50,5.81,0,155,Terry Etim
13268,February 21 2009,Junior Dos Santos,Stefan Struve,0,0,1,12,0,0,0,0,0,0.54,Heavyweight,Punches,KO/TKO,Record: 21-5-0,Jan 30 1984,6' 4,77,3.07,4.76,Orthodox,48,58,0.1,55,0.34,80,238,Record: 33-11-0,Feb 18 1988,6' 11,84,3.89,3.01,Orthodox,45,47,1.8,53,0.61,54,265,Junior Dos Santos
13268,February 21 2009,Evan Dunham,Per Eklund,0,0,1,13,9,1,1,0,1,2.13,Lightweight,Punch,KO/TKO,Record: 18-8-1,Dec 18 1981,5' 10,70,3.54,5.35,Southpaw,39,61,1,33,1.83,80,155,Record: 14-5-1,--,5' 10,72,2.38,2.07,Orthodox,61,67,3.6,11,2.07,50,155,Evan Dunham
13268,February 21 2009,Mike Ciesnolevicz,Neil Grove,0,1,1,0,0,2,1,0,0,1.03,Heavyweight,Heel Hook,SUB,Record: 19-4-0 (1 NC),Oct 28 1979,6' 0,,4.62,0.51,Orthodox,50,57,5.1,0,0,20,235,Record: 11-5-1,Jan 18 1971,6' 6,,0,0,Orthodox,0,0,14.3,0,0,100,265,Mike Ciesnolevicz
13268,February 21 2009,Paul Kelly,Troy Mandaloniz,0,5,3,71,38,0,0,2,4,5,Welterweight,,U-DEC,Record: 12-4-0,Sep 12 1984,5' 9,70,2.61,3.22,Orthodox,37,59,1.5,60,1.34,30,155,Record: 3-2-0,Feb 01 1980,5' 9,,4.71,3.52,Orthodox,56,63,0,66,3.1,57,170,Paul Kelly
17033,March 07 2009,Rampage Jackson,Keith Jardine,1,0,3,56,64,0,0,2,0,5,Light Heavyweight,,U-DEC,Record: 36-11-0,Jun 20 1978,6' 1,73,2.51,3.25,Orthodox,54,55,0.1,56,1.52,73,205,Record: 17-10-2,Oct 31 1975,6' 2,76,2.98,3.25,Orthodox,36,59,0.7,45,1.18,62,185,Rampage Jackson
17033,March 07 2009,Shane Carwin,Gabriel Gonzaga,0,1,1,4,5,0,0,0,1,1.09,Heavyweight,Punch,KO/TKO,Record: 12-2-0,Jan 04 1975,6' 2,80,3.53,4.38,Orthodox,47,53,0,33,1.42,42,265,Record: 17-11-0,May 18 1979,6' 2,76,2.94,2.12,Orthodox,45,57,1.1,39,2.8,66,242,Shane Carwin
17033,March 07 2009,Matt Brown,Pete Sell,0,0,1,24,0,0,0,0,0,1.32,Welterweight,Punches,KO/TKO,Record: 23-16-0,Jan 10 1981,6' 0,75,2.64,3.78,Orthodox,53,56,1.6,46,1.57,63,170,Record: 9-5-0,Aug 05 1982,5' 11,75,3.65,2.6,Orthodox,42,51,0.9,21,0.91,47,170,Matt Brown
17033,March 07 2009,Matt Hamill,Mark Munoz,0,0,1,23,14,0,0,0,0,3.53,Light Heavyweight,Kick,KO/TKO,Record: 12-5-0,Oct 05 1976,6' 1,76,3.8,3.69,Orthodox,42,61,0,34,3,91,205,Record: 14-6-0,Feb 09 1978,6' 0,72,2.26,3.12,Orthodox,51,57,0.6,29,3.17,57,185,Matt Hamill
17033,March 07 2009,Gray Maynard,Jim Miller,0,0,3,37,25,0,1,1,0,5,Lightweight,,U-DEC,Record: 14-8-1 (1 NC),May 09 1979,5' 9,70,2.64,1.92,Orthodox,32,66,0.7,47,2.91,81,155,Record: 29-13-0 (1 NC),Aug 30 1983,5' 8,71,2.88,2.78,Southpaw,40,59,1.9,41,1.69,47,155,Gray Maynard
17033,March 07 2009,Tamdan McCrory,Ryan Madigan,5,0,1,12,0,0,0,1,0,3.35,Welterweight,Elbows,KO/TKO,Record: 14-5-0,Nov 05 1986,6' 4,78,1.6,2.07,Switch,49,46,2.5,50,2.28,33,185,Record: 5-3-0,--,6' 0,,3.35,0,Orthodox,0,47,0,0,0,0,170,Tamdan McCrory
17033,March 07 2009,Kendall Grove,Jason Day,0,0,1,10,6,0,0,0,0,1.32,Middleweight,Punch,KO/TKO,Record: 13-10-0 (1 NC),Nov 12 1982,6' 6,79,2.4,2.31,Orthodox,41,54,1.7,45,0.49,56,185,Record: 19-12-0,May 19 1981,6' 0,72,3.46,3.61,Orthodox,54,47,0,100,1.13,0,185,Kendall Grove
17033,March 07 2009,Jason Brilz,Tim Boetsch,6,0,3,34,27,1,0,4,0,5,Light Heavyweight,,U-DEC,Record: 18-5-1,Jul 07 1975,5' 11,71,1.78,2.66,Orthodox,40,65,1.3,25,2.37,25,205,Record: 21-13-0,Jan 28 1981,6' 0,74,2.9,2.93,Orthodox,50,57,0.8,34,1.45,59,185,Jason Brilz
17033,March 07 2009,Brandon Vera,Michael Patt,0,0,2,32,5,0,0,0,0,1.27,Light Heavyweight,Kicks,KO/TKO,Record: 12-7-0 (1 NC),Oct 10 1977,6' 3,76,2.81,3.03,Orthodox,56,52,0.2,53,0.7,59,230,Record: 12-4-0,--,6' 0,,5.53,1.65,Orthodox,28,55,0,0,0,0,205,Brandon Vera
17033,March 07 2009,Shane Nelson,Aaron Riley,0,0,1,5,4,0,0,0,0,0.44,Lightweight,Punch,KO/TKO,Record: 15-5-0,Nov 29 1984,5' 9,70,2.84,1.38,Southpaw,31,61,1.6,18,1.31,54,155,Record: 29-14-1,Dec 09 1980,5' 8,69,3.78,3.45,Southpaw,34,61,0.1,34,1.18,60,155,Shane Nelson
10267,April 01 2009,Martin Kampmann,Carlos Condit,3,4,3,26,35,6,3,5,3,5,Welterweight,,S-DEC,Record: 20-7-0,Apr 17 1982,6' 0,72,3.28,3.22,Orthodox,42,62,2,41,1.86,78,170,Record: 30-13-0,Apr 26 1984,6' 2,75,2.34,3.56,Orthodox,39,57,1.2,55,0.58,36,170,Martin Kampmann
10267,April 01 2009,Ryan Bader,Carmelo Marrero,10,0,3,24,9,2,0,5,0,5,Light Heavyweight,,U-DEC,Record: 23-5-0,Jun 07 1983,6' 2,74,1.39,2.82,Orthodox,43,71,0.4,44,3.37,80,205,Record: 14-5-0 (1 NC),Jan 26 1981,6' 0,73,2.04,0.84,Orthodox,34,54,0.9,36,3.21,36,205,Ryan Bader
10267,April 01 2009,Tyson Griffin,Rafael Dos Anjos,0,0,3,69,26,0,3,1,0,5,Lightweight,,U-DEC,Record: 15-6-0,Apr 20 1984,5' 6,68,2.3,3.71,Orthodox,41,65,0.9,46,1.87,59,145,Record: 28-11-0,Oct 26 1984,5' 8,70,3.32,3.62,Southpaw,45,62,0.7,40,1.96,58,170,Tyson Griffin
10267,April 01 2009,Cole Miller,Junie Browning,0,1,1,3,1,1,0,0,0,1.58,Lightweight,Guillotine Choke,SUB,Record: 21-11-0 (1 NC),Apr 26 1984,6' 1,74,3.88,3,Orthodox,33,59,1.8,36,0.6,38,145,Record: 4-5-0,May 12 1984,5' 9,,1.76,3.76,Orthodox,48,66,3.5,66,3.53,0,155,Cole Miller
10267,April 01 2009,Gleison Tibau,Jeremy Stephens,9,0,3,7,23,3,0,5,0,5,Lightweight,,U-DEC,Record: 40-14-0,Oct 07 1983,5' 10,71,2.51,1.95,Southpaw,31,63,0.8,53,4.08,92,155,Record: 28-16-0,May 25 1986,5' 8,71,2.84,3.08,Orthodox,40,59,0.4,36,1.11,64,145,Gleison Tibau
10267,April 01 2009,Ricardo Almeida,Matt Horwich,3,0,3,41,25,1,3,9,0,5,Middleweight,,U-DEC,Record: 13-5-0,Nov 29 1976,6' 0,74,1.2,2.02,Orthodox,49,61,1.2,38,3.74,31,170,Record: 26-19-1,Oct 02 1978,6' 1,,2.16,1.11,Orthodox,62,38,2.7,9,0.33,28,185,Ricardo Almeida
10267,April 01 2009,Brock Larson,Jesse Sanders,2,0,1,13,0,1,0,1,0,2.01,Welterweight,Rear Naked Choke,SUB,Record: 33-6-0,Aug 23 1977,5' 11,71,1.5,1.39,Southpaw,46,55,2,34,2.67,43,170,Record: 22-6-0,--,6' 0,,6.45,0,Orthodox,0,35,0,0,0,50,170,Brock Larson
10267,April 01 2009,Tim Credeur,Nick Catone,0,3,2,9,19,7,0,0,3,3.45,Middleweight,Guillotine Choke,SUB,Record: 12-4-0,Jul 09 1977,6' 3,75,3.13,3.59,Orthodox,30,57,3.3,100,0.41,50,185,Record: 10-4-0,Sep 01 1981,6' 0,72,2.32,2.11,Southpaw,44,63,0.5,44,3.71,83,185,Tim Credeur
10267,April 01 2009,Jorge Rivera,Nissen Osterneck,1,2,3,29,35,0,1,4,1,5,Middleweight,,S-DEC,Record: 19-9-0,Feb 28 1972,6' 1,73,2.64,3.16,Orthodox,48,54,0.1,50,0.84,63,185,Record: 9-3-0,May 01 1981,6' 2,,2.9,3.15,Orthodox,58,41,1.3,12,0.63,42,185,Jorge Rivera
10267,April 01 2009,Rob Kimmons,Joe Vedepo,0,0,1,7,4,2,0,0,1,1.54,Middleweight,Guillotine Choke,SUB,Record: 24-8-0,Jan 30 1981,5' 10,73,4.79,1.86,Orthodox,48,38,2.4,46,2.08,25,185,Record: 11-5-0,--,6' 0,,5.71,1.43,Orthodox,42,38,0,20,1.07,0,185,Rob Kimmons
10267,April 01 2009,Aaron Simpson,Tim McKenzie,0,0,1,16,1,0,0,1,0,1.4,Middleweight,Punches,KO/TKO,Record: 11-4-0,Jul 20 1974,6' 0,73,2.53,3.6,Orthodox,52,56,0.5,34,3.78,83,170,Record: 13-8-0,Jul 21 1982,6' 0,74,2.96,1.37,Orthodox,54,44,2.1,0,0,28,185,Aaron Simpson
21451,April 18 2009,Anderson Silva,Thales Leites,0,1,5,94,10,0,0,0,1,5,Middleweight,,U-DEC,Record: 34-9-0 (1 NC),Apr 14 1975,6' 2,77,1.96,3.06,Southpaw,62,61,0.8,77,0.53,69,185,Record: 28-9-0,Sep 06 1981,6' 1,78,2.99,2.13,Orthodox,40,52,1.1,27,2.1,30,185,Anderson Silva
21451,April 18 2009,Sam Stout,Matt Wiman,1,1,3,62,46,0,2,0,4,5,Lightweight,,U-DEC,Record: 21-12-1,Apr 23 1984,5' 9,70,4.08,4.17,Orthodox,28,57,0.1,38,0.63,77,155,Record: 16-7-0,Sep 19 1983,5' 10,68,3.24,3.51,Orthodox,50,54,1.8,38,2.41,63,155,Sam Stout
21451,April 18 2009,Mauricio Rua,Chuck Liddell,0,0,1,24,8,0,0,0,1,4.28,Light Heavyweight,Punch,KO/TKO,Record: 26-11-0,Nov 25 1981,6' 1,76,2.65,3.72,Orthodox,51,55,0.8,48,2.23,46,205,Record: 21-8-0,Dec 17 1969,6' 2,76,2.71,2.97,Orthodox,35,56,0,75,0.44,81,205,Mauricio Rua
21451,April 18 2009,Krzysztof Soszynski,Brian Stann,4,0,1,3,8,2,0,2,0,3.53,Light Heavyweight,Kimura,SUB,Record: 26-12-1,Aug 02 1977,6' 1,77,3.13,3.37,Open Stance,39,58,1,25,0.52,71,205,Record: 12-6-0,Sep 24 1980,6' 1,74,2.65,3.28,Orthodox,42,59,0.3,12,0.12,60,205,Krzysztof Soszynski
21451,April 18 2009,Cheick Kongo,Antoni Hardonk,0,0,2,53,9,0,0,2,0,2.29,Heavyweight,Punches,KO/TKO,Record: 29-9-2,May 17 1975,6' 4,82,1.28,3.33,Orthodox,56,54,0.2,56,2.3,52,240,Record: 8-6-0,Feb 05 1976,6' 4,78,3.07,3.4,Orthodox,61,46,0.9,0,0,40,245,Cheick Kongo
